,network,station,channel,P,Pg,Pn,S,Sg,Sn,P_weight,Pg_weight,Pn_weight,S_weight,Sg_weight,Sn_weight,origin_time,origin_time_uncertainty,origin_latitude,origin_latitude_uncertainty,origin_longitude,origin_longitude_uncertainty,depth,depth_uncertainty,origin_ID,distance,azimuth,takeoff_angle
96,AU,FORT,BH,2013-07-23T01:53:22.580000Z,-1,-1,-1,-1,-1,0.029,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,35.327,177.831,38.9
97,G,DZM,BH,2013-07-23T01:55:01.040000Z,-1,-1,-1,-1,-1,0.041,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,47.2119,125.914,34.7
98,IR,HFC2,SH,2013-07-23T01:59:57.370000Z,-1,-1,-1,-1,-1,0.007,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,97.0875,332.334,19.3
99,AU,KNRA,BH,2013-07-23T01:51:06.720000Z,-1,-1,-1,-1,-1,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,20.3791,174.013,52.2
100,TW,TWGB,BH,2013-07-23T01:50:44.280000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,18.7664,343.981,53.2
101,IM,AKBB,BH,2013-07-23T01:59:30.500000Z,-1,-1,-1,-1,-1,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,91.0479,320.915,19.8
102,IU,RAO,BH,2013-07-23T01:56:52.520000Z,-1,-1,-1,-1,-1,0.04,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,62.9998,126.08,29.0
103,TW,YHNB,BH,2013-07-23T01:51:06.510000Z,-1,-1,-1,-1,-1,0.012,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,20.4619,346.286,52.2
104,AK,MCK,BH,2013-07-23T01:58:56.200000Z,-1,-1,-1,-1,-1,0.026,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,83.3374,26.4685,22.1
105,AT,TTA,BH,2013-07-23T01:58:35.810000Z,-1,-1,-1,-1,-1,0.027,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,80.0802,26.9396,23.2
106,IM,SPA0,BH,2013-07-23T01:59:23.050000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,89.4884,348.85,20.0
107,AU,EIDS,BH,2013-07-23T01:53:48.070000Z,-1,-1,-1,-1,-1,0.032,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,38.209,142.688,37.9
108,AU,PSAC1,BH,2013-07-23T01:52:08.610000Z,-1,-1,-1,-1,-1,0.028,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,26.9281,194.075,41.1
109,AU,BBOO,BH,2013-07-23T01:53:49.280000Z,-1,-1,-1,-1,-1,0.03,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,38.3896,167.123,37.9
110,MY,KKM,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,10.4249,277.713,86.5
111,IU,TIXI,BH,2013-07-23T01:57:18.550000Z,-1,-1,-1,-1,-1,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,66.8447,0.78037,27.7
112,II,WRAB,BH,2013-07-23T01:51:58.180000Z,-1,-1,-1,-1,-1,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,25.6601,162.943,41.5
113,IM,ZAA0B,BH,2013-07-23T01:56:30.620000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,59.653,332.854,30.2
114,IM,SONA0,SH,2013-07-23T01:54:54.640000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,46.3244,341.235,14.9
115,II,UOSS,BH,2013-07-23T01:57:39.230000Z,-1,-1,-1,-1,-1,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,70.2556,294.708,26.5
116,GO,TBLG,HH,2013-07-23T01:58:42.760000Z,-1,-1,-1,-1,-1,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,80.8051,311.377,23.0
117,IM,BR131,BH,2013-07-23T01:59:22.450000Z,-1,-1,-1,-1,-1,0.012,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,89.2946,309.648,20.0
118,TW,KMNB,BH,2013-07-23T01:51:14.530000Z,-1,-1,-1,-1,-1,0.012,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,21.1613,338.863,51.7
119,GE,TNTI,BH,-1,-1,-1,-1,-1,2013-07-23T01:48:18.050000Z,-1.0,-1.0,-1.0,-1.0,-1.0,0.03,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,3.99647,168.959,86.7
120,TW,YULB,BH,2013-07-23T01:50:51.660000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,19.2564,345.076,53.0
121,IC,XAN,HH,2013-07-23T01:53:05.740000Z,-1,-1,-1,-1,-1,0.014,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,33.473,332.795,39.5
122,IR,KBZ,SH,2013-07-23T01:58:47.600000Z,-1,-1,-1,-1,-1,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,82.21,313.361,22.5
123,PT,KHLU,HH,2013-07-23T01:58:16.130000Z,-1,-1,-1,-1,-1,0.04,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,76.6706,71.0552,24.4
124,KR,BTK,BH,2013-07-23T01:56:41.670000Z,-1,-1,-1,-1,-1,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,61.1472,313.578,29.7
125,AU,ARMA,BH,2013-07-23T01:54:23.470000Z,-1,-1,-1,-1,-1,0.033,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,42.3609,147.149,36.5
126,II,KURK,BH,2013-07-23T01:56:39.070000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,60.8424,327.27,29.8
127,IM,MK32,SH,2013-07-23T01:56:10.380000Z,-1,-1,-1,-1,-1,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,56.6749,324.952,10.4
128,AU,MTN,BH,2013-07-23T01:50:38.420000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,18.0212,165.578,53.6
129,AT,SVW2,BH,2013-07-23T01:58:34.820000Z,-1,-1,-1,-1,-1,0.028,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,79.9826,28.8024,23.2
130,IU,MAKZ,BH,2013-07-23T01:56:11.590000Z,-1,-1,-1,-1,-1,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,56.8624,324.824,16.6
131,KZ,ABKAR,BH,2013-07-23T01:57:46.070000Z,-1,-1,-1,-1,-1,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,71.3077,320.589,26.2
132,II,OBN,BH,2013-07-23T01:59:07.910000Z,-1,-1,-1,-1,-1,0.013,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,86.183,324.861,21.1
133,RO,MLR,BH,2013-07-23T01:59:45.530000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,94.1017,316.151,19.6
134,AK,SCM,BH,2013-07-23T01:58:56.700000Z,-1,-1,-1,-1,-1,0.025,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,84.008,28.4107,21.8
135,KR,BOOM,BH,2013-07-23T01:56:23.450000Z,-1,-1,-1,-1,-1,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,58.5126,317.88,16.9
136,AK,BPAW,BH,2013-07-23T01:58:50.120000Z,-1,-1,-1,-1,-1,0.026,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,82.4578,26.0366,22.4
137,GE,BKB,BH,-1,-1,2013-07-23T01:49:12.320000Z,-1,-1,-1,-1.0,-1.0,0.034,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,11.2862,239.376,85.9
138,GE,SOEI,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,14.5676,189.187,71.6
139,CZ,VRAC,BH,2013-07-23T02:00:08.900000Z,-1,-1,-1,-1,-1,0.005,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,99.2873,321.475,19.0
140,MI,ANA2,BH,2013-07-23T01:51:20.900000Z,-1,-1,-1,-1,-1,0.033,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,22.0241,56.944,51.0
141,IM,IL31,BH,2013-07-23T01:58:59.760000Z,-1,-1,-1,-1,-1,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,84.2691,25.451,21.8
142,NZ,BKZ,HH,2013-07-23T01:56:58.480000Z,-1,-1,-1,-1,-1,0.038,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,63.4024,138.311,28.9
143,IM,KK31,BH,2013-07-23T01:56:49.700000Z,-1,-1,-1,-1,-1,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,62.426,316.72,29.2
144,IM,CM31,BH,2013-07-23T01:52:38.800000Z,-1,-1,-1,-1,-1,0.021,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,30.2724,299.073,7.7
145,NO,SPA0,BH,2013-07-23T01:59:23.050000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,89.4884,348.85,20.0
146,NZ,RPZ,HH,2013-07-23T01:56:53.060000Z,-1,-1,-1,-1,-1,0.037,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,62.6413,145.118,29.1
147,IN,SHL,HH,2013-07-23T01:53:55.780000Z,-1,-1,-1,-1,-1,0.021,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,39.2169,305.503,37.6
148,IM,USA0B,BH,2013-07-23T01:53:56.310000Z,-1,-1,-1,-1,-1,0.021,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,39.6035,6.07908,37.4
149,IU,KBL,BH,2013-07-23T01:56:39.510000Z,-1,-1,-1,-1,-1,0.021,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,60.8246,307.085,29.8
150,IU,BILL,BH,2013-07-23T01:57:29.590000Z,-1,-1,-1,-1,-1,0.025,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,68.7008,14.9699,27.1
151,PS,PSI,BH,2013-07-23T01:52:15.380000Z,-1,-1,-1,-1,-1,0.03,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,27.6918,266.826,40.8
152,IM,ARA0,SH,2013-07-23T01:59:22.900000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,89.4802,339.82,20.0
153,PL,SUW,BH,2013-07-23T01:59:43.850000Z,-1,-1,-1,-1,-1,0.008,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,94.0445,324.884,19.6
154,AU,GIRL,BH,2013-07-23T01:52:34.360000Z,-1,-1,-1,-1,-1,0.03,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,29.7637,203.494,40.3
155,GE,PMBI,BH,2013-07-23T01:51:34.490000Z,-1,-1,-1,-1,-1,0.027,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,23.1569,251.336,42.0
156,AU,COEN,BH,2013-07-23T01:51:50.570000Z,-1,-1,-1,-1,-1,0.025,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,24.7955,138.672,41.7
157,AU,AS31,BH,2013-07-23T01:52:31.150000Z,-1,-1,-1,-1,-1,0.026,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,29.0997,166.134,7.5
158,IM,PEA1,SH,2013-07-23T01:55:56.720000Z,-1,-1,-1,-1,-1,0.03,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,54.5711,22.4571,32.0
159,GE,JAGI,BH,2013-07-23T01:50:42.760000Z,-1,-1,-1,-1,-1,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,18.0517,223.493,53.6
160,AU,WB2,BH,2013-07-23T01:51:58.000000Z,-1,-1,-1,-1,-1,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,25.6662,162.968,41.5
161,II,BRVK,BH,2013-07-23T01:57:16.240000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,66.4975,326.802,27.8
162,AU,PSAA3,BH,2013-07-23T01:52:10.150000Z,-1,-1,-1,-1,-1,0.028,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,26.9598,193.959,41.1
163,IM,NB200,SH,2013-07-23T02:00:00.600000Z,-1,-1,-1,-1,-1,0.007,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,97.848,333.666,19.2
164,IM,GEC2A,HH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,101.234,321.677,19.0
165,IU,CTAO,BH,2013-07-23T01:52:48.370000Z,-1,-1,-1,-1,-1,0.029,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,31.32,142.542,40.1
166,II,NIL,BH,2013-07-23T01:56:13.580000Z,-1,-1,-1,-1,-1,0.022,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,57.2114,307.274,31.1
167,RM,DLV,BH,2013-07-23T01:50:53.670000Z,-1,-1,-1,-1,-1,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,19.3042,292.98,52.9
168,AK,MLY,BH,2013-07-23T01:58:51.180000Z,-1,-1,-1,-1,-1,0.026,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,82.6402,25.1065,22.3
169,RO,BUR31,BH,2013-07-23T01:59:46.100000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,94.1862,318.368,19.6
170,GE,CISI,BH,2013-07-23T01:51:25.980000Z,-1,-1,-1,-1,-1,0.032,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,22.363,237.059,50.7
171,MY,KOM,BH,2013-07-23T01:51:33.710000Z,-1,-1,-1,-1,-1,0.031,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,22.9015,263.456,50.2
172,IM,ZAA1,SH,2013-07-23T01:56:30.070000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,59.6557,332.858,30.2
173,IR,BVA0,SH,2013-07-23T01:57:15.710000Z,-1,-1,-1,-1,-1,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,66.4255,326.799,27.8
174,US,LTX,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,121.092,51.6005,8.1
175,JP,ASAJ,BH,2013-07-23T01:54:17.750000Z,-1,-1,-1,-1,-1,0.026,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,41.6896,17.3535,36.7
176,AU,WR1,BH,2013-07-23T01:51:57.440000Z,-1,-1,-1,-1,-1,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,25.6626,162.992,41.5
177,KR,NRN,BH,2013-07-23T01:56:20.400000Z,-1,-1,-1,-1,-1,0.019,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,58.033,316.756,30.8
178,AK,WRH,BH,2013-07-23T01:58:56.880000Z,-1,-1,-1,-1,-1,0.025,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,83.7413,25.7385,21.9
179,IU,DAV,BH,-1,-1,2013-07-23T01:47:14.030000Z,-1,-1,-1,-1.0,-1.0,0.036,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,2.54556,336.491,82.1
180,IU,MAJO,HN,2013-07-23T01:53:07.240000Z,-1,-1,-1,-1,-1,0.023,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,33.4189,17.0985,39.5
181,GE,GSI,BH,2013-07-23T01:52:29.710000Z,-1,-1,-1,-1,-1,0.031,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,29.1797,264.247,40.4
182,GE,LUWI,BH,-1,-1,-1,-1,-1,2013-07-23T01:49:29.370000Z,-1.0,-1.0,-1.0,-1.0,-1.0,0.052,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,6.88553,213.857,88.8
183,IM,KS31,BH,2013-07-23T01:52:59.700000Z,-1,-1,-1,-1,-1,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,32.6473,1.86479,39.8
184,IU,CHTO,BH,2013-07-23T01:52:41.290000Z,-1,-1,-1,-1,-1,0.021,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,30.4136,299.718,40.2
185,II,KAPI,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,11.846,215.37,85.5
186,GR,GEC2,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T01:46:34.630000Z,2.08,4.7209,0.0522,126.6019,0.052,73710.0,5600.0,b000ikg9,101.234,321.677,19.0
187,NZ,WHZ,HH,-1,-1,2013-07-23T02:04:39.260000Z,-1,-1,-1,-1.0,-1.0,0.026,-1.0,-1.0,-1.0,2013-07-23T02:03:07.000000Z,2.2,-41.6449,0.036,174.2226,0.0269,7990.0,6000.0,wel_locationdisp_20130818230334_-42_174,6.21831,224.806,45.8
188,NZ,NNZ,HH,-1,2013-07-23T02:03:21.620000Z,-1,-1,2013-07-23T02:03:31.580000Z,-1,-1.0,0.316,-1.0,-1.0,0.319,-1.0,2013-07-23T02:03:07.000000Z,2.2,-41.6449,0.036,174.2226,0.0269,7990.0,6000.0,wel_locationdisp_20130818230334_-42_174,0.763764,303.598,84.4
189,NZ,OUZ,HH,-1,-1,2013-07-23T02:04:43.430000Z,-1,-1,-1,-1.0,-1.0,0.062,-1.0,-1.0,-1.0,2013-07-23T02:03:07.000000Z,2.2,-41.6449,0.036,174.2226,0.0269,7990.0,6000.0,wel_locationdisp_20130818230334_-42_174,6.43228,355.415,45.8
190,NZ,MQZ,HH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-23T02:03:07.000000Z,2.2,-41.6449,0.036,174.2226,0.0269,7990.0,6000.0,wel_locationdisp_20130818230334_-42_174,2.36402,208.774,45.9
